"UniqueID","sold","biddable","startprice","condition","cellular","carrier","color","storage","productline","noDescription","charCountDescription","upperCaseDescription","startprice_99end"
10228,1,"biddable",150,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
10229,0,"not biddable",187.99,"refurbished","No cellular","None","Unknown","Less than 128 GB","iPad mini 2","no description",0,0,"99 ending"
10230,1,"biddable",42,"used","No cellular","None","White","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10231,1,"biddable",399.99,"used","No cellular","None","White","Less than 128 GB","iPad Air 1/2","contains description",98,8,"99 ending"
10232,0,"not biddable",425,"new","Cellular","Unknown","Unknown","Less than 128 GB","iPad mini3","no description",0,0,"not a 99 ending"
10233,1,"biddable",0.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","no description",0,0,"99 ending"
10234,1,"not biddable",339,"used","No cellular","None","White","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
10235,0,"not biddable",164.99,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad 2","contains description",31,1,"99 ending"
10236,0,"not biddable",319.95,"used","Cellular","AT&T","White","Less than 128 GB","iPad Air 1/2","contains description",73,3,"not a 99 ending"
10237,1,"biddable",99,"refurbished","No cellular","None","White","Less than 128 GB","iPad 2","no description",0,0,"99 ending"
10238,1,"biddable",0.99,"used","No cellular","None","White","Less than 128 GB","iPad 2","no description",0,0,"99 ending"
10239,0,"not biddable",398.99,"used","No cellular","None","Unknown","128 GB","iPad Air 1/2","contains description",8,2,"99 ending"
10240,1,"biddable",55,"used","No cellular","None","Black","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10241,0,"biddable",99.99,"refurbished","Cellular","Verizon","Unknown","Less than 128 GB","iPad 3","contains description",18,0,"99 ending"
10242,1,"biddable",175,"used","Cellular","Verizon","White","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
10243,1,"biddable",140,"used","No cellular","None","Black","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
10244,0,"not biddable",155,"used","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",100,4,"not a 99 ending"
10245,1,"biddable",300,"new","No cellular","None","Space Gray","Less than 128 GB","iPad mini3","no description",0,0,"not a 99 ending"
10246,0,"biddable",400,"used","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10247,1,"biddable",1,"used","No cellular","None","Unknown","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
10248,1,"not biddable",89.99,"used","Cellular","AT&T","Black","Less than 128 GB","iPad mini","contains description",41,2,"99 ending"
10249,0,"not biddable",114.94,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10250,1,"biddable",45,"used","No cellular","None","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10251,1,"biddable",89,"used","No cellular","None","Black","Less than 128 GB","iPad 2","contains description",101,2,"not a 99 ending"
10252,0,"not biddable",159.99,"used","Cellular","Verizon","Unknown","Less than 128 GB","iPad 2","contains description",21,1,"99 ending"
10253,1,"biddable",200,"new","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10254,0,"biddable",229.97,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10255,1,"biddable",0.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","no description",0,0,"99 ending"
10256,1,"biddable",40,"used","No cellular","None","Black","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10257,0,"not biddable",499.99,"new","Cellular","AT&T","Space Gray","128 GB","iPad mini","no description",0,0,"99 ending"
10258,1,"biddable",0.99,"used","No cellular","None","White","Less than 128 GB","iPad 2","no description",0,0,"99 ending"
10259,1,"not biddable",150,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10260,0,"not biddable",334.99,"new","Unknown","Unknown","Gold","Unknown","Unknown","no description",0,0,"99 ending"
10261,0,"biddable",250,"used","Cellular","AT&T","White","Less than 128 GB","iPad Air 1/2","contains description",95,4,"not a 99 ending"
10262,1,"biddable",59.95,"used","No cellular","None","White","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
10263,1,"biddable",50,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
10264,0,"biddable",225,"refurbished","Cellular","AT&T","White","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
10265,1,"biddable",80,"used","No cellular","None","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10266,0,"not biddable",320,"used","Cellular","AT&T","Gold","Less than 128 GB","iPad Air 1/2","contains description",98,5,"not a 99 ending"
10267,0,"not biddable",335,"new","No cellular","None","Unknown","Less than 128 GB","iPad mini3","no description",0,0,"not a 99 ending"
10268,1,"biddable",200,"used","Cellular","Verizon","White","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
10269,1,"biddable",100,"used","No cellular","None","White","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10270,1,"biddable",29.99,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 1","no description",0,0,"99 ending"
10271,1,"biddable",75,"used","No cellular","None","White","Less than 128 GB","iPad 3","contains description",19,2,"not a 99 ending"
10272,1,"not biddable",305,"new","Cellular","Unknown","Black","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
10273,1,"biddable",150,"new","No cellular","None","Space Gray","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
10274,0,"not biddable",144.99,"used","No cellular","None","Black","Less than 128 GB","iPad 2","no description",0,0,"99 ending"
10275,1,"biddable",78,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad 1","contains description",95,3,"not a 99 ending"
10276,1,"biddable",19.95,"refurbished","No cellular","None","Unknown","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10277,1,"not biddable",300,"used","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10278,1,"biddable",100,"used","Cellular","AT&T","White","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10279,0,"not biddable",399,"used","No cellular","None","Gold","Less than 128 GB","iPad Air 1/2","contains description",101,4,"99 ending"
10280,1,"biddable",329.99,"new","No cellular","None","Space Gray","Less than 128 GB","iPad mini3","no description",0,0,"99 ending"
10281,1,"biddable",0.01,"used","Cellular","Verizon","Unknown","128 GB","iPad 4","contains description",11,1,"not a 99 ending"
10282,0,"not biddable",199.99,"used","No cellular","None","Black","Less than 128 GB","iPad 2","contains description",100,3,"99 ending"
10283,0,"biddable",20,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","contains description",49,1,"not a 99 ending"
10284,1,"biddable",100,"used","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10285,1,"biddable",0.01,"used","Unknown","Unknown","Unknown","Unknown","iPad 1","no description",0,0,"not a 99 ending"
10286,1,"biddable",41,"used","Cellular","Unknown","Unknown","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
10287,0,"not biddable",439.99,"new","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
10288,1,"biddable",74.99,"used","No cellular","None","White","Less than 128 GB","iPad 2","no description",0,0,"99 ending"
10289,1,"biddable",250,"used","Cellular","Verizon","Black","Less than 128 GB","iPad 3","contains description",101,2,"not a 99 ending"
10290,1,"biddable",50,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",38,1,"not a 99 ending"
10291,1,"biddable",0.99,"used","No cellular","None","White","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
10292,1,"biddable",0.99,"used","Cellular","Verizon","Black","Less than 128 GB","iPad 3","no description",0,0,"99 ending"
10293,1,"biddable",5,"used","Unknown","Unknown","White","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
10294,1,"biddable",19.99,"used","No cellular","None","Black","Less than 128 GB","iPad 1","no description",0,0,"99 ending"
10295,1,"biddable",50,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10296,0,"biddable",89.99,"used","No cellular","None","Black","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
10297,1,"biddable",490,"new","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10298,1,"biddable",99,"new","No cellular","None","Space Gray","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
10299,0,"biddable",200,"used","No cellular","None","White","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
10300,1,"biddable",39.99,"used","No cellular","None","Black","Less than 128 GB","iPad 1","contains description",102,1,"99 ending"
10301,1,"biddable",58,"used","No cellular","None","Black","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10302,0,"biddable",225,"used","No cellular","None","Unknown","Less than 128 GB","iPad 4","contains description",100,3,"not a 99 ending"
10303,1,"biddable",50,"new","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",36,0,"not a 99 ending"
10304,1,"biddable",200,"used","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10305,1,"biddable",0.99,"used","Cellular","Verizon","Unknown","Less than 128 GB","iPad mini","contains description",30,1,"99 ending"
10306,1,"not biddable",80,"used","No cellular","None","Black","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10307,1,"biddable",250,"used","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10308,0,"not biddable",325,"new","No cellular","None","White","Less than 128 GB","iPad mini3","no description",0,0,"not a 99 ending"
10309,1,"biddable",25,"used","No cellular","None","Black","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
10310,1,"biddable",100,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","contains description",99,2,"not a 99 ending"
10311,1,"biddable",185,"used","No cellular","None","White","Less than 128 GB","iPad 4","contains description",97,2,"not a 99 ending"
10312,1,"not biddable",305,"new","Cellular","Unknown","Black","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
10313,1,"biddable",99.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","no description",0,0,"99 ending"
10314,0,"biddable",500,"new","Cellular","Sprint/T-Mobile","Space Gray","128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10315,0,"not biddable",350,"new","No cellular","None","Unknown","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
10316,0,"not biddable",187.99,"refurbished","No cellular","None","Unknown","Less than 128 GB","iPad mini 2","no description",0,0,"99 ending"
10317,0,"not biddable",109.98,"refurbished","Cellular","AT&T","Unknown","Less than 128 GB","iPad 1","contains description",100,6,"not a 99 ending"
10318,1,"biddable",9.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",99,11,"99 ending"
10319,1,"not biddable",345,"new","No cellular","None","Gold","Less than 128 GB","iPad mini3","no description",0,0,"not a 99 ending"
10320,0,"not biddable",350,"used","Cellular","AT&T","White","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10321,1,"biddable",19.95,"used","No cellular","None","Black","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10322,1,"biddable",5,"used","No cellular","None","Black","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
10323,1,"biddable",100,"used","No cellular","None","White","Less than 128 GB","iPad 2","contains description",94,3,"not a 99 ending"
10324,1,"biddable",70,"used","No cellular","None","Black","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10325,0,"not biddable",124,"used","No cellular","None","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10326,1,"biddable",125,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
10327,1,"biddable",0.99,"used","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","contains description",49,5,"99 ending"
10328,1,"not biddable",80,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10329,1,"biddable",97.5,"used","Cellular","Verizon","Unknown","Less than 128 GB","iPad 2","contains description",97,4,"not a 99 ending"
10330,1,"biddable",0.1,"new","No cellular","None","White","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10331,1,"biddable",100,"used","Cellular","AT&T","Space Gray","128 GB","iPad Air 1/2","contains description",94,2,"not a 99 ending"
10332,1,"not biddable",375,"used","Cellular","Verizon","Unknown","Less than 128 GB","iPad 4","contains description",39,1,"not a 99 ending"
10333,1,"biddable",20,"used","No cellular","None","White","Less than 128 GB","iPad 1","contains description",68,3,"not a 99 ending"
10334,1,"biddable",99.75,"used","No cellular","None","White","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
10335,0,"not biddable",250,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","contains description",101,2,"not a 99 ending"
10336,1,"biddable",70,"used","No cellular","None","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
