"biddable","startprice","condition","cellular","carrier","color","storage","productline","sold","UniqueID","noDescription","charCountDescription","upperCaseDescription","startprice_99end"
"biddable",50,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10224,"contains description",0,0,"not a 99 ending"
"biddable",70,"used","No cellular","None","Black","16/32/64 GB","Unknown",1,10225,"no description",20,1,"not a 99 ending"
"biddable",1,"used","Cellular","Verizon","Black","16/32/64 GB","iPad 1",1,10226,"no description",98,4,"not a 99 ending"
"biddable",299.99,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini3",1,10227,"no description",42,2,"99 ending"
"biddable",150,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 3",1,10228,"contains description",0,0,"not a 99 ending"
"not biddable",187.99,"refurbished","No cellular","None","Unknown","16/32/64 GB","iPad mini 2",0,10229,"contains description",0,0,"99 ending"
"biddable",42,"used","No cellular","None","White","16/32/64 GB","iPad 1",1,10230,"contains description",0,0,"not a 99 ending"
"biddable",399.99,"used","No cellular","None","White","16/32/64 GB","iPad Air 1/2",1,10231,"no description",98,8,"99 ending"
"not biddable",425,"new","Cellular","Unknown","Unknown","16/32/64 GB","iPad mini3",0,10232,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10233,"contains description",0,0,"99 ending"
"not biddable",339,"used","No cellular","None","White","16/32/64 GB","iPad mini 2",1,10234,"contains description",0,0,"not a 99 ending"
"not biddable",164.99,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 2",0,10235,"no description",31,1,"99 ending"
"not biddable",319.95,"used","Cellular","AT&T","White","16/32/64 GB","iPad Air 1/2",0,10236,"no description",73,3,"not a 99 ending"
"biddable",99,"refurbished","No cellular","None","White","16/32/64 GB","iPad 2",1,10237,"contains description",0,0,"99 ending"
"biddable",0.99,"used","No cellular","None","White","16/32/64 GB","iPad 2",1,10238,"contains description",0,0,"99 ending"
"not biddable",398.99,"used","No cellular","None","Unknown","128 GB","iPad Air 1/2",0,10239,"no description",8,2,"99 ending"
"biddable",55,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10240,"contains description",0,0,"not a 99 ending"
"biddable",99.99,"refurbished","Cellular","Verizon","Unknown","16/32/64 GB","iPad 3",0,10241,"no description",18,0,"99 ending"
"biddable",175,"used","Cellular","Verizon","White","16/32/64 GB","iPad 3",1,10242,"contains description",0,0,"not a 99 ending"
"biddable",140,"used","No cellular","None","Black","16/32/64 GB","iPad 3",1,10243,"contains description",0,0,"not a 99 ending"
"not biddable",155,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,10244,"no description",100,4,"not a 99 ending"
"biddable",300,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini3",1,10245,"contains description",0,0,"not a 99 ending"
"biddable",400,"used","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,10246,"contains description",0,0,"not a 99 ending"
"biddable",1,"used","No cellular","None","Unknown","16/32/64 GB","iPad 3",1,10247,"contains description",0,0,"not a 99 ending"
"not biddable",89.99,"used","Cellular","AT&T","Black","16/32/64 GB","iPad mini",1,10248,"no description",41,2,"99 ending"
"not biddable",114.94,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 1",0,10249,"contains description",0,0,"not a 99 ending"
"biddable",45,"used","No cellular","None","Black","16/32/64 GB","iPad 2",1,10250,"contains description",0,0,"not a 99 ending"
"biddable",89,"used","No cellular","None","Black","16/32/64 GB","iPad 2",1,10251,"no description",101,2,"not a 99 ending"
"not biddable",159.99,"used","Cellular","Verizon","Unknown","16/32/64 GB","iPad 2",0,10252,"no description",21,1,"99 ending"
"biddable",200,"new","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,10253,"contains description",0,0,"not a 99 ending"
"biddable",229.97,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 1",0,10254,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10255,"contains description",0,0,"99 ending"
"biddable",40,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10256,"contains description",0,0,"not a 99 ending"
"not biddable",499.99,"new","Cellular","AT&T","Space Gray","128 GB","iPad mini",0,10257,"contains description",0,0,"99 ending"
"biddable",0.99,"used","No cellular","None","White","16/32/64 GB","iPad 2",1,10258,"contains description",0,0,"99 ending"
"not biddable",150,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10259,"contains description",0,0,"not a 99 ending"
"not biddable",334.99,"new","Unknown","Unknown","Gold","Unknown","Unknown",0,10260,"contains description",0,0,"99 ending"
"biddable",250,"used","Cellular","AT&T","White","16/32/64 GB","iPad Air 1/2",0,10261,"no description",95,4,"not a 99 ending"
"biddable",59.95,"used","No cellular","None","White","16/32/64 GB","Unknown",1,10262,"contains description",0,0,"not a 99 ending"
"biddable",50,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,10263,"contains description",0,0,"not a 99 ending"
"biddable",225,"refurbished","Cellular","AT&T","White","16/32/64 GB","iPad 4",0,10264,"contains description",0,0,"not a 99 ending"
"biddable",80,"used","No cellular","None","Black","16/32/64 GB","iPad 2",1,10265,"contains description",0,0,"not a 99 ending"
"not biddable",320,"used","Cellular","AT&T","Gold","16/32/64 GB","iPad Air 1/2",0,10266,"no description",98,5,"not a 99 ending"
"not biddable",335,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini3",0,10267,"contains description",0,0,"not a 99 ending"
"biddable",200,"used","Cellular","Verizon","White","16/32/64 GB","iPad 3",1,10268,"contains description",0,0,"not a 99 ending"
"biddable",100,"used","No cellular","None","White","16/32/64 GB","iPad 2",1,10269,"contains description",0,0,"not a 99 ending"
"biddable",29.99,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 1",1,10270,"contains description",0,0,"99 ending"
"biddable",75,"used","No cellular","None","White","16/32/64 GB","iPad 3",1,10271,"no description",19,2,"not a 99 ending"
"not biddable",305,"new","Cellular","Unknown","Black","16/32/64 GB","iPad 4",1,10272,"contains description",0,0,"not a 99 ending"
"biddable",150,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini",1,10273,"contains description",0,0,"not a 99 ending"
"not biddable",144.99,"used","No cellular","None","Black","16/32/64 GB","iPad 2",0,10274,"contains description",0,0,"99 ending"
"biddable",78,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 1",1,10275,"no description",95,3,"not a 99 ending"
"biddable",19.95,"refurbished","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10276,"contains description",0,0,"not a 99 ending"
"not biddable",300,"used","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",1,10277,"contains description",0,0,"not a 99 ending"
"biddable",100,"used","Cellular","AT&T","White","16/32/64 GB","iPad 2",1,10278,"contains description",0,0,"not a 99 ending"
"not biddable",399,"used","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",0,10279,"no description",101,4,"99 ending"
"biddable",329.99,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini3",1,10280,"contains description",0,0,"99 ending"
"biddable",0.01,"used","Cellular","Verizon","Unknown","128 GB","iPad 4",1,10281,"no description",11,1,"not a 99 ending"
"not biddable",199.99,"used","No cellular","None","Black","16/32/64 GB","iPad 2",0,10282,"no description",100,3,"99 ending"
"biddable",20,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",0,10283,"no description",49,1,"not a 99 ending"
"biddable",100,"used","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",1,10284,"contains description",0,0,"not a 99 ending"
"biddable",0.01,"used","Unknown","Unknown","Unknown","Unknown","iPad 1",1,10285,"contains description",0,0,"not a 99 ending"
"biddable",41,"used","Cellular","Unknown","Unknown","16/32/64 GB","Unknown",1,10286,"contains description",0,0,"not a 99 ending"
"not biddable",439.99,"new","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,10287,"contains description",0,0,"99 ending"
"biddable",74.99,"used","No cellular","None","White","16/32/64 GB","iPad 2",1,10288,"contains description",0,0,"99 ending"
"biddable",250,"used","Cellular","Verizon","Black","16/32/64 GB","iPad 3",1,10289,"no description",101,2,"not a 99 ending"
"biddable",50,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10290,"no description",38,1,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","White","16/32/64 GB","iPad mini",1,10291,"contains description",0,0,"99 ending"
"biddable",0.99,"used","Cellular","Verizon","Black","16/32/64 GB","iPad 3",1,10292,"contains description",0,0,"99 ending"
"biddable",5,"used","Unknown","Unknown","White","16/32/64 GB","Unknown",1,10293,"contains description",0,0,"not a 99 ending"
"biddable",19.99,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10294,"contains description",0,0,"99 ending"
"biddable",50,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 1",1,10295,"contains description",0,0,"not a 99 ending"
"biddable",89.99,"used","No cellular","None","Black","16/32/64 GB","iPad mini",0,10296,"contains description",0,0,"99 ending"
"biddable",490,"new","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,10297,"contains description",0,0,"not a 99 ending"
"biddable",99,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini",1,10298,"contains description",0,0,"99 ending"
"biddable",200,"used","No cellular","None","White","16/32/64 GB","iPad 3",0,10299,"contains description",0,0,"not a 99 ending"
"biddable",39.99,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10300,"no description",102,1,"99 ending"
"biddable",58,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10301,"contains description",0,0,"not a 99 ending"
"biddable",225,"used","No cellular","None","Unknown","16/32/64 GB","iPad 4",0,10302,"no description",100,3,"not a 99 ending"
"biddable",50,"new","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10303,"no description",36,0,"not a 99 ending"
"biddable",200,"used","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",1,10304,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"used","Cellular","Verizon","Unknown","16/32/64 GB","iPad mini",1,10305,"no description",30,1,"99 ending"
"not biddable",80,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10306,"contains description",0,0,"not a 99 ending"
"biddable",250,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,10307,"contains description",0,0,"not a 99 ending"
"not biddable",325,"new","No cellular","None","White","16/32/64 GB","iPad mini3",0,10308,"contains description",0,0,"not a 99 ending"
"biddable",25,"used","No cellular","None","Black","16/32/64 GB","iPad 3",1,10309,"contains description",0,0,"not a 99 ending"
"biddable",100,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,10310,"no description",99,2,"not a 99 ending"
"biddable",185,"used","No cellular","None","White","16/32/64 GB","iPad 4",1,10311,"no description",97,2,"not a 99 ending"
"not biddable",305,"new","Cellular","Unknown","Black","16/32/64 GB","iPad 4",1,10312,"contains description",0,0,"not a 99 ending"
"biddable",99.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10313,"contains description",0,0,"99 ending"
"biddable",500,"new","Cellular","Sprint/T-Mobile","Space Gray","128 GB","iPad Air 1/2",0,10314,"contains description",0,0,"not a 99 ending"
"not biddable",350,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini 2",0,10315,"contains description",0,0,"not a 99 ending"
"not biddable",187.99,"refurbished","No cellular","None","Unknown","16/32/64 GB","iPad mini 2",0,10316,"contains description",0,0,"99 ending"
"not biddable",109.98,"refurbished","Cellular","AT&T","Unknown","16/32/64 GB","iPad 1",0,10317,"no description",100,6,"not a 99 ending"
"biddable",9.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10318,"no description",99,11,"99 ending"
"not biddable",345,"new","No cellular","None","Gold","16/32/64 GB","iPad mini3",1,10319,"contains description",0,0,"not a 99 ending"
"not biddable",350,"used","Cellular","AT&T","White","16/32/64 GB","iPad Air 1/2",0,10320,"contains description",0,0,"not a 99 ending"
"biddable",19.95,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10321,"contains description",0,0,"not a 99 ending"
"biddable",5,"used","No cellular","None","Black","16/32/64 GB","iPad 3",1,10322,"contains description",0,0,"not a 99 ending"
"biddable",100,"used","No cellular","None","White","16/32/64 GB","iPad 2",1,10323,"no description",94,3,"not a 99 ending"
"biddable",70,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10324,"contains description",0,0,"not a 99 ending"
"not biddable",124,"used","No cellular","None","Black","16/32/64 GB","iPad 2",0,10325,"contains description",0,0,"not a 99 ending"
"biddable",125,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,10326,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",1,10327,"no description",49,5,"99 ending"
"not biddable",80,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 1",1,10328,"contains description",0,0,"not a 99 ending"
"biddable",97.5,"used","Cellular","Verizon","Unknown","16/32/64 GB","iPad 2",1,10329,"no description",97,4,"not a 99 ending"
"biddable",0.1,"new","No cellular","None","White","16/32/64 GB","iPad 2",1,10330,"contains description",0,0,"not a 99 ending"
"biddable",100,"used","Cellular","AT&T","Space Gray","128 GB","iPad Air 1/2",1,10331,"no description",94,2,"not a 99 ending"
"not biddable",375,"used","Cellular","Verizon","Unknown","16/32/64 GB","iPad 4",1,10332,"no description",39,1,"not a 99 ending"
"biddable",20,"used","No cellular","None","White","16/32/64 GB","iPad 1",1,10333,"no description",68,3,"not a 99 ending"
"biddable",99.75,"used","No cellular","None","White","16/32/64 GB","iPad 4",1,10334,"contains description",0,0,"not a 99 ending"
"not biddable",250,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,10335,"no description",101,2,"not a 99 ending"
"biddable",70,"used","No cellular","None","Black","16/32/64 GB","iPad 2",1,10336,"contains description",0,0,"not a 99 ending"
"biddable",100,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini 2",1,10337,"contains description",0,0,"not a 99 ending"
"biddable",400,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,10338,"contains description",0,0,"not a 99 ending"
"biddable",48,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10339,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"refurbished","Cellular","AT&T","Black","16/32/64 GB","iPad 1",1,10340,"no description",16,15,"99 ending"
"biddable",40,"used","Unknown","Unknown","White","Unknown","Unknown",1,10341,"contains description",0,0,"not a 99 ending"
"biddable",295,"used","Cellular","Verizon","Space Gray","16/32/64 GB","iPad Air 1/2",1,10342,"no description",100,4,"not a 99 ending"
"not biddable",130,"used","No cellular","None","White","16/32/64 GB","iPad mini",1,10343,"no description",26,19,"not a 99 ending"
"biddable",310,"new","No cellular","None","White","16/32/64 GB","iPad Air 1/2",1,10344,"contains description",0,0,"not a 99 ending"
"biddable",80,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",1,10345,"no description",100,2,"not a 99 ending"
"not biddable",250,"used","No cellular","None","White","16/32/64 GB","iPad mini Retina",1,10346,"no description",49,0,"not a 99 ending"
